287
degradation,revision,authorexpertise,daysbeforerelease,bug,packages,files,issues,insertions,deletions,churns,deltalines,hunks,hour,day
false,c38c022ce461ec37fb92e7f922fe7b47fbda6017,2513,100,false,1,1,1,1,1,2,0,1,13,6
false,c3ba7c89eadf87d6cb309a297af727c88c0e3b65,306,229,false,2,4,1,4,44,48,-40,6,10,3
false,c673ebbe1bacfda8904a1c315babfe5e3050ffcf,2411,159,false,8,9,1,90,208,298,-118,30,11,3
false,c78379f4ba3fdd58c574a610db3e85e616860d10,2599,61,false,1,1,1,55,31,86,24,13,10,3
false,c7f67aa0b3097bb91cc82fd91dcc45a74b56e6e8,2292,265,false,1,4,1,102,1,103,101,8,10,2
false,c876e56f04589ce8c6e73b608a1defb0cfd04c23,132,208,true,4,13,1,93,235,328,-142,23,15,3
false,cc5d56a504cb6603afacd7f7d37ae971d996e971,2869,55,false,3,3,1,3,3,6,0,3,11,2
false,ce842bc47159f28181a8fd8582d1e0410a6664d1,127,265,true,2,6,1,212,31,243,181,12,12,2
false,cf2c3af7348dd9e8726656d66e77cccb27a5d47c,2224,303,false,2,3,1,4,4,8,0,3,15,6
false,cfcabb579d71bf44af49b23711e6fdaebedcd698,2725,27,false,1,1,1,2,5,7,-3,1,9,2
false,d010f32f7011c4fe6f9d94d36814cc5395703826,344,103,false,1,2,1,27,3,30,24,5,19,3
false,d02b44902c94673d57f275e442c41a932e9ed9e7,281,311,false,8,50,1,214,233,447,-19,57,15,5
false,d0441059e0bba325f3f68a5db00282cc3901dc5a,2066,354,false,3,4,1,86,161,247,-75,8,12,4
false,d1770dc6a992103991fd8ecdc14c7919d39f9b2b,2519,97,false,2,4,1,111,16,127,95,9,12,2
false,d2493d38869387c6156d312e1b788efc0ced5850,2582,69,false,1,2,1,12,3,15,9,2,15,2
false,d2695345f52a9785e7338a1f6e823eec9dcc243d,2681,45,false,1,1,1,3,3,6,0,3,16,5
false,d4a6c2e4a005a253c3f47526a76b1ce7b3a6ba4d,2661,45,false,1,1,1,1,1,2,0,1,10,5
false,d4a7ba63e45c3b06b1008c6ae849e05994cffe4e,2724,27,false,1,1,1,6,5,11,1,2,9,2
false,d4d377449490f511eecbce085288137bc90da036,2455,136,true,1,1,1,1,1,2,0,1,17,5
false,d6e7ac80e54b0eb6c3cb8df9a3e437c745de327e,2283,283,true,1,4,1,63,63,126,0,4,15,5
false,d72990d4a24fdbaae34e14f4074d6145a9099fd3,2298,265,false,2,8,1,13,13,26,0,9,11,2
false,d7a75a0462d7fccdc437ddc84cbb49faa432e3b1,2742,6,true,1,1,1,3,1,4,2,1,15,2
false,d850e208ef1e9c3c1abf97b1e37f3a005d7512c4,2727,27,false,1,1,1,2,2,4,0,2,19,2
false,d86d9afa8fc5d21d0d5a1c70e0fcd780ace6e3e6,2584,68,true,3,5,1,20,15,35,5,7,21,3
false,da155503634ffa977779c8f6d7a848f750f18d39,2655,46,true,1,1,1,2,1,3,1,1,11,4
false,da481e4da86973c729e4e12a577ff6b6eeeb0526,2413,159,false,6,9,1,128,187,315,-59,26,11,3
false,da6b0a13f4fe1b84ad78a7b0c48467763da2a435,2454,136,false,1,2,1,153,0,153,153,2,17,5
false,db59df519990ec25c07cbf8ad4d53a869d0465e7,2332,248,false,1,1,1,2,2,4,0,1,11,5
false,dccf89b5c0270602a36ac7dc9169c91f50d9eeae,2705,38,false,1,1,1,17,16,33,1,9,15,5
false,dd187fce1512871b2f2b5ed55a8fa20beb7edf23,2485,123,false,1,1,1,3,5,8,-2,4,10,4
false,ddd0d1368291ef828ac22fa58dcdac6d749cef6d,2357,209,false,1,1,1,2,1,3,1,2,13,2
false,de670c54f8ac3bb979ec9dab12c26365db35a685,2217,304,false,1,1,1,1,1,2,0,1,9,5
false,dfa2ed5763fc8b17ab4fb351147bebabd1ebb0de,2254,298,false,1,2,1,27,27,54,0,2,12,4
false,dfd30907f9b008b8dfc1521c4c24d4022963dd34,2497,122,false,1,4,1,19,11,30,8,12,17,5
false,e01153f618e0038dd69b001e750ce13b90b30cfe,2500,121,false,1,1,1,11,16,27,-5,4,14,6
false,e1a481616b195a926b0cce800c3c6e29c11d1207,2551,82,false,1,3,1,150,0,150,150,4,9,3
false,e208c0b9f2d3f6023dde0e7d413eec2d9e5a2d8c,2667,45,false,1,1,1,6,6,12,0,2,10,5
false,e278b051aed16e2056f87607f1530bca8cdaa83a,305,230,false,2,6,1,146,16,162,130,11,15,2
false,e44c2850e1ae607136c13d3c78498738719390f6,2063,354,false,2,2,1,10,5,15,5,5,10,4
false,e47e61e28b704da9829edc9941c4c9fb6b2bf551,2717,33,false,1,1,1,4,4,8,0,4,17,3
false,e48853d33717aa4a0f103fec6a8946999ccb8ec9,2668,45,false,3,3,1,4,4,8,0,3,10,5
false,e6c24a19f0ada846445cbc9a3d87a0a37617db84,2327,255,true,2,3,1,32,2,34,30,4,14,5
false,e96dab0801ab21e96472206dacd8052d385a966e,2524,95,false,2,2,1,5,1,6,4,2,23,3
false,ea647dc9bb9be4a180d8e180f7be0448d7786afa,2141,326,true,1,1,1,6,6,12,0,1,23,3
false,eaa22123f6e169febff568d57cebf922dc08b7e4,2224,303,false,3,3,1,5,5,10,0,5,15,6
false,eabc9bd4439295bdfd4a0236fdda2dd3557d1437,355,53,true,1,1,1,8,14,22,-6,2,10,4
false,ebf7beeffa3a44c7926c731ee30c17d69a3b599f,2249,298,false,1,1,1,3,3,6,0,3,10,4
false,ec4d40539354d9332aef886458f276df790cc500,2172,311,false,8,50,1,233,214,447,19,57,15,5
false,ec94dab7def8a45865ec0b9e667ae817e603c2c6,294,282,true,1,1,1,1,1,2,0,1,12,6
false,ecdb67a5f87ad5909262a0936cb74ebc6786b8fb,2081,353,false,12,19,1,114,73,187,41,44,16,5
false,ed64e166dcba6715eafcbb7ca460d2b87e84cffc,2606,61,false,4,36,1,1882,1741,3623,141,133,17,3
false,ed71768c0539ca005a35465b587d51f27083f47e,2224,303,false,4,10,1,34,34,68,0,21,15,6
false,f0cfce83e3b22073b1a56352f6998892c99832d9,2314,257,false,1,1,1,7,7,14,0,3,15,3
false,f1af9e0389a89f5d37c0fb24fc525c8cc50505b8,362,17,true,2,3,1,29,2,31,27,6,15,5
false,f1e84a7999da0904aa7f2ef5cdbebe4fb05eb9d8,2605,61,true,2,4,1,126,2,128,124,7,11,3
false,f31068ba72dc32e3276dedf2a9b5a467c29291cc,265,342,false,1,2,1,58,5,63,53,2,12,2
false,f3398d74ffcbe5b5f1de5b2392b26d226ae326c6,2298,263,false,1,1,1,2,3,5,-1,1,9,4
false,f583754f9deb35d98ec1229e565ea39cee0e296b,2199,306,false,3,3,1,5,5,10,0,3,10,3
false,f91a4ced0de62a4fd4121ca0476407f803840400,2458,136,false,1,1,1,3,0,3,3,3,17,5
false,fa01402233fb56abc0709bcdc6f6a6c008a1abc7,2316,257,true,3,4,1,19,17,36,2,7,16,3
false,faaae8d330a8e1c386f8c87de73db9451828b64b,2180,307,true,1,3,1,65,2,67,63,3,10,2
false,fb4586f11a414cb8cab7ed3e0f5b1aff89477728,2605,61,false,1,1,1,46,31,77,15,1,14,3
false,fd2fc8b6e0ec562133200ecbc139746ba56673eb,2221,304,true,1,2,1,44,3,47,41,4,14,5
false,fe1e621081ebe22c22f6e5b5fa98d51e44d50d76,2298,263,false,1,1,1,2,2,4,0,2,9,4
false,feed0b7814855c9d8815826ecd4c75f96da090cf,2690,40,true,1,1,1,13,1,14,12,2,15,3
false,ff4ebd898e1f6a88979fb5a5bb078498e391adaa,2,354,true,2,2,1,39,12,51,27,4,18,4
false,ff6a79e5183317af3acf281025b009c5145c3007,2436,150,false,7,33,1,800,245,1045,555,62,16,5
